run_id,combo_id,learning_rate,dropout_rate,num_conv_layers,best_epoch,val_f1_at_0.5,val_f1_tuned,val_precision_tuned,val_recall_tuned,best_threshold,roc_auc,pr_auc
20251127_092741,2,0.001,0.2,3,1,0.5,0.05,0.3333,1.0,0.4694,0.3602
20251127_100902,2,0.001,0.2,3,1,0.5,0.05,0.3333,1.0,0.4694,0.3602
20251127_102009,1,0.001,0.2,2,4,0.6667,0.49999999999999994,0.8,0.5714,0.7653,0.7421
20251127_104238,6,0.0005,0.15,3,2,0.7692,0.49999999999999994,1.0,0.625,0.8795,0.8715
20251127_113830,6,0.001,0.15,3,7,0.6667,0.39999999999999997,0.5,1.0,0.8519,0.8593
